,question,tags
3913,Who organized the event performance review ?,Calendar
3914,who are the participants of QA standup meeting,Calendar
3915,When was my last patent meeting ?,Calendar
3916,When was my first meeting with george roberts ?,Calendar
3917,who are the participants of sprint demo,Calendar
3918,Show me the meetings scheduled by noah in the month of june,Calendar
3919,Who are participating in the QA Standup ?,Calendar
3920,What's my calendar for tomorrow ?,Calendar
3921,Who is organizing the the mentor mentee this week ?,Calendar
3922,Who organized the event Disussion about report ?,Calendar
3923,when is my next event with ankit ?,Calendar
3924,How many people are attending the next day's meeting organized by adam ?,Calendar
3925,When does my meeting with noah and mitchell end ? ,Calendar
3926,What are the meetings organized by susie@genentech.com?,Calendar
3927,What was my last meeting with Randy?,Calendar
3928,What's my program for 17th december ?,Calendar
3929,What is the plan of action for yesterday ?,Calendar
3930,When was my last meeting with Tom?,Calendar
3931,When was my previous meeting with Ankit Bagaria?,Calendar
3932,Who is hosting the next Mentor mentee event ?,Calendar
3933,What is the description of Issue resolution meeting ?,Calendar
3934,Who all are attending the previous day's discussion on email  ?,Calendar
3935,What's my calendar for 17th november,Calendar
3936,At what time is my first meeting today ?,Calendar
3937,Show me the meetings scheduled by robert in the month of march,Calendar
3938,when did i have last meeting with vinay,Calendar
3939,What did we discuss in the most recent Mobile apps meeting ?,Calendar
3940,What time is the Cognizer - weekly technical call?,Calendar
3941,Where is my first meeting on dec 8 ?,Calendar
3942,what are events from sagar,Calendar
3943,Check my egenda?,Calendar
3944,Why was the meeting with ryan rescheduled ?,Calendar
3945,Where is my first meeting on may 12 ?,Calendar
3946,When was my last meeting with Vinay Gupta?,Calendar
3947,What's my program for 04th november ?,Calendar
3948,What were the points discussed in the first scrum meeting ?,Calendar
3949,list of meeting planned for today ?,Calendar
3950,When did julia walker and I first meet ?,Calendar
3951,When was my last meeting with kevin johnson ?,Calendar
3952,when is the next standing technical content huddle,Calendar
3953,Give me the details of my next meeting with becky? ,Calendar
3954,When was my last meeting with james evans ?,Calendar
3955,What is the plan of action for today ?,Calendar
3956,List all the events scheduled by jack,Calendar
3957,When did aaron johnson and I first meet ?,Calendar
3958,when is cognizer's apps standup?,Calendar
3959,What's the agenda of 4:45pm meeting today ?,Calendar
3960,How many meetings are planned for today ?,Calendar
3961,What are the meetings organized by chaitanya ?,Calendar
3962,Show me all the meetings I attended in the month of aug,Calendar
3963,list of my meetings ?,Calendar
3964,When did I last meet Branna?,Calendar
3965,"""What was the meeting with Mahi focused on ? """,Calendar
3966,What's are my tasks for the day ?,Calendar
3967,What's the agenda of 1:00pm meeting the day before ?,Calendar
3968,How many meetings are planned for today ?,Calendar
3969,When was my last meeting with james walker ?,Calendar
3970,How many meetings are planned for tomorrow ?,Calendar
3971,How many meetings are planned for the day after ?,Calendar
3972,when is vinay next meeting,Calendar
3973,List all the events scheduled by bobby jones,Calendar
3974,When does the form 16 release event begin ? ,Calendar
3975,Show me all the recurring meetings,Calendar
3976,When is my next meeting with Brannan?,Calendar
3977,Who organized the session performance review ?,Calendar
3978,What's mitchell's status for the  meeting at 4:45 pm on 10th october ?,Calendar
3979,About the time of the event,Calendar
3980,Who orgainzed the session 'How to think' ?,Calendar
3981,When was John Doe interviewed ?,Calendar
3982,When is my next event with Brannan?,Calendar
3983,What time does my call with bobby end? ,Calendar
3984,How many meetings are planned for the day before ?,Calendar
3985,Who organized the session overview of product ?,Calendar
3986,Give me the details of my next meeting with jack? ,Calendar
3987,List all the meetings scheduled with vineeth,Calendar
3988,What was the total annual harvest of huckleberry's?,Document
3989,What are the transportationa and supply services to be provided by the service provider?,Document
3990,When was the protocol GEN-CS-001 studied?,Document
3991,What is a periodic tenancy?,Document
3992,Is ferulic acid water soluble?,Document
3993,What happens to the polymer substrate at UV doses of 1210 J.cm−2?,Document
3994,When did Intuit complete the sale of Quicken?,Document
3995,What percent estimated by TFRI for plant trunks in Taiwan ?,Document
3996,How many strikes happened in USA in 2002?,Document
3997,what is 7+7?,Document
3998,How long was the ECA agreed on by the CAFTA-DR Parties?,Document
3999,What is a configuration item at the PRCB?,Document
4000,What are the working hours at the hot springs national park?,Document
4001,When did Pinnacle West's Palo Verde Nuclear Units resume operation?,Document
4002,How can we reach the Blue Ridge Communications Site?,Document
4003,Who approves the Annual Who is the Client Manager for the Kaiser Permanente proposal?Research plan in the collaboration between Bristol and Lexicon?,Document
4004,what is Software Development Life Cycle?,Document
4005,where is soumays house warming party,Document
4006,What evaluations will be done in the construction phase of the IPF project?,Document
4007,When are the repairs at Valero Gasoline Unit scheduled to end?,Document
4008,When was Autodesk founded?,Document
4009,On what data did i last send the email regarding Flue-gas condensation?,Document
4010,What happens to the wave activity for NAO (-) in Januaury?,Document
4011,Who is the medical monitor for protocol number GA39925?,Document
4012,who was NEXX Systems CEO,Document
4013,What is the volume of 20ft shipping container?,Document
4014,Where is the Librarians and the EHR event?,Document
4015,What services are provided to the emerald sponsors?,Document
4016,What is array?,Document
4017,On what topics has Mark kept records on?,Document
4018,What is acquisition logistics,Document
4019,How were the rats in the SF-treated group treated?,Document
4020,What is the NCSHPO's website?,Document
4021,What are the necessary structure components of a UAV system?,Document
4022,Sreejiths year of experience,Document
4023,Where do the largest outcrops occur at the Arkansas novaculite formation?,Document
4024,When did Pinnacle West's Palo Verde Nuclear Units start running again?,Document
4025,What is 5 times 24,Document
4026,Is Protocol GS39684 an OLE type study?,Document
4027,Which company was STZ purchased from in the Sodium Ferulatein Diabetic Rats study?,Document
4028,On which day is lunch provided at the national register workshop?,Document
4029,Till when is the discounted price available?,Document
4030,What is the total tution fee for skipbatch program?,Document
4031,How should offerors submit the HEL-JTO proposal?,Document
4032,After how many hours of annealing of silver particles does the reflectivity decrease?,Document
4033,What is PAN number of Srijeet Nair ?,Document
4034,Who offered the National Register Workshop?,Document
4035,Which talk was given at the caBIG ICR meeting at 1:30 pm on day 1?,Document
4036,What are the instrument / payload characteristics?,Document
4037,What is the location of submission of BFCR4350A?,Document
4038,What is the height of empire state building ?,Document
4039,What percentage of the population has a B- blood group?,Document
4040,What is photogrammetry?,Document
4041,What is the rating of DeliverIT provided by Chevron?,Document
4042,How is the water heated at the hot springs national park?,Document
4043,What services can gold sponsors expect?,Document
4044,What is the EUDRACT number in protocol number GEN-CS-001?,Document
4045,What is the beam line made of in the IPF project?,Document
4046,what is the projects of Internal metr,Document
4047,What are the most common destinations for Taiwanese investments in wood processing?,Document
4048,What does the CPD-05-09 notice describe?,Document
4049,Which organisation in Sanaa is looking for a translator?,Document
4050,What are the issues with damage assessment?,Document
4051,How many shares of stock are in the kiss round,Document
4052,Where is the National Conference of State Historic Preservation Officers Annual Meeting?,Document
4053,How is the PRCB going to take decisions?,Document
4054,What is the purpose of the Small Grants Program?,Document
4055,Who is the workshop intended towards?,Document
4056,How many yearly deaths were caused by seasonal influenza from 1976 to 2007 in the US?,Document
4057,When was there no space at weworks 22 Fourth Street office?,Document
4058,What happens as the decoding proceeds in SEQ2SEQ models?,Document
4059,Where does cascade bilberry grow?,Document
4060,What must be done prior to first class of SRH Introductory Java?,Document
4061,What is ferulic acid?,Document
4062,What will the BLM's role for the project in CA-NOI-08-0008?,Document
4063,Which is the closest airport to the national register workshop?,Document
4064,What is the most expensive sponsorship?,Document
4065,What will the BLM's role for the project in CA-NOI-08-0008?,Document
4066,What is the amount of Acme Corporation loan?,Document
4067,How much was spent on R&D in 2007?,Document
4068,What is week 5's homework in SRH Introductory Java?,Document
4069,which tools srijith has used,Document
4070,Who wrote the report on LANSCE Isotope Production Facility?,Document
4071,What was Intuit's role at Intuit in June 2013?,Document
4072,What was the predicted low for Sept. 24 three days ago?,Document
4073,What is ADCC?,Document
4074,On what number can i reach the AFCA?,Document
4075,How should the budget for the HEL-JTO proposal be submitted?,Document
4076,what is spark,Document
4077,What is the goal of the preservation subzone?,Document
4078,What is included in ongoing monitoring of LBP?,Document
4079,What is my bank routing number?,Document
4080,What is Paypal's 2019 Fortune 500 Company Rank,Document
4081,Who does the CPD-05-09 notice apply to?,Document
4082,What was the new plan for the RBS app?,Document
4083,What is the address of Intuit in WeWork's San Diego?,Document
4084,Can we cancel the skipbatch membership?,Document
